model_a,model_b,model_a_name,model_b_name,n_common,meets_min_common,prediction_correlation,edge_correlation,error_correlation,same_side_rate,mean_absolute_prediction_difference,mean_absolute_edge_difference,a_lower_error_rate,b_lower_error_rate,a_only_ats_correct,b_only_ats_correct
espn_fpi,teamrankings,ESPN FPI,TeamRankings.com,3943,True,0.9759924309897604,0.5788858498335121,0.9772924363130057,0.7160907684373389,2.5036621861526758,2.5032817651534365,0.5147282884713053,0.48527171152869475,564,553
linecfbp_cfbwe_average,linept_clean,CFBWE: Average,Cleanup Hitter,516,True,0.8310676321900479,0.578378561465316,0.9245883733725936,0.6806387225548902,5.460503875968992,5.499651162790698,0.5792563600782779,0.4207436399217221,89,75
linecfbp_cfbwe_rounded,linept_bill,CFBWE: Rounded,Billingsley,515,True,0.8419664939318017,0.5783494403803121,0.9358097390653143,0.6720977596741344,4.866252427184466,4.8299029126213595,0.5805825242718446,0.41941747572815535,78,91
linecfbp_cfbwe_average,linecfbp_power_rank,CFBWE: Average,Power Rank,516,True,0.9477737982107098,0.578019029102497,0.9669010459427414,0.6956521739130435,3.2872093023255813,3.2872093023255813,0.4893203883495146,0.5106796116504855,83,74
linecfbp_sv_bettor,linept_loud,SV Bettor,Loudsound.org,498,True,0.7976885140757699,0.577602067190559,0.9059862935311037,0.7124463519313304,5.849598393574297,5.982128514056225,0.5672268907563025,0.4327731092436975,78,71
linecfbp_cfbwe_rounded,linept_rwp,CFBWE: Rounded,Laffaye RWP,480,True,0.8412126308282137,0.5773621013255379,0.9343017811445601,0.6739130434782609,4.740687500000001,4.769895833333334,0.5708333333333333,0.42916666666666664,82,76
linept_kam,linept_talis,Edward Kambour,Talisman Red,3837,True,0.9466954575630274,0.5772301430876109,0.9531045104955469,0.6852818371607515,3.886559812353401,3.886559812353401,0.5185281837160751,0.4814718162839248,563,626
linecfbp_cbcr2_power,linept_pugh,CBCR2: Power,Pugh Ratings,1063,True,0.9446885325677952,0.5766763659979686,0.9466690996013534,0.6808712121212122,4.026688617121356,4.11244590780809,0.5028248587570622,0.4971751412429379,194,162
linept_how,linept_wayward,Howell,Waywardtrends,1559,True,0.9161702539895782,0.5758715046675478,0.9465581322763725,0.6839654025282768,4.272174470814624,4.272174470814624,0.45892169448010267,0.5410783055198973,249,247
massey,sagarin_predictor,Massey Ratings,Sagarin Predictor,3943,True,0.9444611574790861,0.575833697804333,0.963468864226519,0.7027989821882952,3.3452041592695916,3.3459650012680697,0.47841543930929403,0.5215845606907059,583,572
linecfbp_kford,sagarin_recent,KFord,Sagarin Recent,1613,True,0.9743959460500353,0.5756111015277589,0.9747959341308793,0.685857321652065,2.6470985740855544,2.7615313081215125,0.5158090514569126,0.4841909485430874,273,251
linecfbp_power_rank_free,sagarin,Power Rank: Free,Sagarin Ratings,1579,True,0.9555301133187224,0.5751205085041221,0.9705436551677334,0.6873401534526854,3.026231792273591,3.1486130462317923,0.47815072830905636,0.5218492716909436,267,237
linept_loud,linept_round,Loudsound.org,lineround,2093,True,0.8668372512462313,0.5745104590393242,0.9185588298431313,0.7122736418511066,5.21978021978022,5.21978021978022,0.4863753213367609,0.513624678663239,290,318
linecfbp_cfb_professor,linecfbp_si_composite,CFB Professor,SI Composite,505,True,0.9471735209243612,0.5739328158715011,0.9639928266322384,0.728,3.206138613861386,3.206138613861386,0.4721115537848606,0.5278884462151394,61,73
linecfbp_john_harris,sagarin_golden_mean,John Harris,Sagarin Golden Mean,1098,True,0.9736510825280359,0.5722324889003712,0.976764780950544,0.7100371747211895,2.609826958105647,2.711375227686703,0.5218579234972678,0.4781420765027322,182,158
fei,massey,FEI Projections,Massey Ratings,3896,True,0.9308213168811158,0.5703907188975273,0.9530438091931211,0.6781818181818182,3.7822715605749484,3.785479979466119,0.4938366718027735,0.5061633281972265,603,639
linept_laz,linept_rwp,Laz Index,Laffaye RWP,3765,True,0.8714774428407562,0.5686500219524177,0.9291044600637476,0.7340255591054313,4.441899070385126,4.441899070385126,0.5465425531914894,0.45345744680851063,515,465
linept_curry,linept_fox,Daniel Curry Index,linefox,2326,True,0.9370874487631946,0.5673487910866983,0.9408927908594997,0.6964842011570983,4.3429750644883915,4.342975064488392,0.46987951807228917,0.5301204819277109,360,349
harville,linept_kam,David Harville,Edward Kambour,3894,True,0.9661502473308081,0.5671497476471328,0.9649859076294728,0.6987393877025984,3.3013739085772986,3.3013739085772986,0.5347043701799485,0.4652956298200514,586,569
dokter_entropy,linecfbp_john_harris,Dokter Entropy,John Harris,1098,True,0.981143025097596,0.5669683237631712,0.9829497707702171,0.706046511627907,2.122194899817851,2.2883879781420764,0.4767123287671233,0.5232876712328767,165,168
linecfbp_wilson_ratings,linept_how,Wilson Ratings,Howell,2589,True,0.9097598131330628,0.5664416589032621,0.9444084161987601,0.6852300242130751,4.369945925067594,4.4370297412128235,0.5356025039123631,0.4643974960876369,425,416
harville,linept_argh,David Harville,Argh Ratings,3135,True,0.921858226864686,0.5663976187547973,0.9518812886667138,0.7043795620437956,3.8660893141945776,3.8660893141945776,0.5239769820971867,0.4760230179028133,486,438
linecfbp_wilson_ratings,linept_laz,Wilson Ratings,Laz Index,2590,True,0.9270745385169175,0.5635900716592005,0.9545431694295841,0.6935105551211884,3.4296525096525095,3.541250965250965,0.5052143684820394,0.4947856315179606,391,418
linept_kam,linept_wayward,Edward Kambour,Waywardtrends,1559,True,0.9607714140565998,0.5633210941086633,0.9600738546586424,0.6885035324341683,3.5352597819114817,3.5352597819114817,0.4849068721901092,0.5150931278098908,233,246
linecfbp_power_rank_free,sagarin_predictor,Power Rank: Free,Sagarin Predictor,1579,True,0.9518863591012737,0.563258991019964,0.9685460653078973,0.6732863549007047,3.0813362887903737,3.2275554148195056,0.48129359543436906,0.518706404565631,262,256
linecfbp_wilson_ratings,sagarin_golden_mean,Wilson Ratings,Sagarin Golden Mean,2638,True,0.9456479128580418,0.5615732927948551,0.9622708317521405,0.6983883346124329,3.2195337376800612,3.320754359363154,0.5018996960486323,0.4981003039513678,404,404
linept_log,linept_loud,Logistic Regression,Loudsound.org,1834,True,0.6547368596648686,0.5605512055697635,0.889790226603075,0.7040586245772266,6.652611777535442,6.652611777535442,0.412117903930131,0.587882096069869,280,265
linecfbp_john_harris,piratings_bias,John Harris,PI-Rate Bias,1098,True,0.9734517379181448,0.5595063523379514,0.9692262017501123,0.6877912395153775,3.089061930783242,3.261284153005464,0.5726102941176471,0.4273897058823529,200,155
linept_bill,linept_payne,Billingsley,linepayne,3123,True,0.8489715865983282,0.5593195840409871,0.9145576079787275,0.7150641025641026,5.313493435798912,5.313493435798912,0.48654708520179374,0.5134529147982063,434,436
linecfbp_john_harris,linecfbp_tshoe_index,John Harris,TShoe Index,1095,True,0.9649479963880072,0.5583888557045609,0.9702253035780595,0.6882239382239382,2.904109589041096,2.904109589041096,0.5383903792784459,0.4616096207215541,188,159
linept_wayward,sagarin,Waywardtrends,Sagarin Ratings,1559,True,0.9577564237194264,0.5545350375383153,0.9701237780284945,0.7172236503856041,2.8858755612572162,2.8858755612572162,0.4662813102119461,0.5337186897880539,205,228
linecfbp_david_sasser,linecfbp_pearatings,David Sasser,PEARatings,550,True,0.9532893202024453,0.5544921668724657,0.9608846915084089,0.7240740740740741,3.141636363636364,3.141636363636364,0.48713235294117646,0.5128676470588235,82,64
linecfbp_professor_sides,linecfbp_sp,Professor Sides,SP+,2631,True,0.9595935236301901,0.5539585681800328,0.9644018658131785,0.7179984484096199,3.1617635879893577,3.1617635879893577,0.48787995382839555,0.5121200461716044,339,390
linecfbp_wilson_ratings,linept_bihl,Wilson Ratings,Bihl System,1368,True,0.9499963573388316,0.5535080186815972,0.9671090951509762,0.7,3.107419590643275,3.2743640350877192,0.513177159590044,0.4868228404099561,212,206
linecfbp_sportsratings,teamrankings,SportsRatings,TeamRankings.com,550,True,0.9553910648164583,0.5529757628069341,0.9421464350584695,0.6925925925925925,3.9072909090909094,4.005836363636364,0.45321100917431195,0.5467889908256881,91,83
linept_fox,piratings_bias,linefox,PI-Rate Bias,2329,True,0.9548537103246703,0.552009647152587,0.9573722749164413,0.7046470062555853,3.6149677973379135,3.6153971661657365,0.47416413373860183,0.5258358662613982,317,367
linecfbp_kford,linecfbp_wilson_ratings,KFord,Wilson Ratings,1613,True,0.9555145150554756,0.5503941589502935,0.9645058448389859,0.6708860759493671,3.17061376317421,3.17061376317421,0.5228553537883531,0.4771446462116468,265,260
linecfbp_power_rank,linecfbp_power_rank_free,Power Rank,Power Rank: Free,1579,True,0.9505885969725514,0.550067042520452,0.9682447455564615,0.6769825918762089,3.0697276757441423,3.0697276757441423,0.5139627659574468,0.48603723404255317,250,256
linept_wayward,sagarin_predictor,Waywardtrends,Sagarin Predictor,1559,True,0.9547083759060385,0.5478445461026941,0.9692801292612849,0.7061093247588425,2.9386529826812064,2.9386529826812064,0.4591639871382637,0.5408360128617363,217,233
harville,teamrankings,David Harville,TeamRankings.com,3943,True,0.973432981885264,0.5474843108020836,0.9734289327079803,0.6975785677485832,2.7318589906162822,2.7318589906162822,0.4889341134571356,0.5110658865428644,589,592
linept_big200,linept_round,Big 200,lineround,537,True,0.90137267994252,0.5473734119890045,0.9197029353271665,0.7172675521821632,5.088621973929237,5.088621973929237,0.48417132216014896,0.515828677839851,76,77
harville,linecfbp_sv_bettor,David Harville,SV Bettor,507,True,0.9253656421624821,0.5469555021957941,0.9502640782789243,0.7166324435318275,4.030276134122288,4.109092702169625,0.49506903353057197,0.504930966469428,74,77
linept_elo,linept_how,Beck Elo,Howell,3894,True,0.8996776289735863,0.5462804248822022,0.9360018965584588,0.6850519584332534,4.708767334360554,4.708767334360554,0.5236382322713258,0.4763617677286742,622,609
linecfbp_cfbwe,linept_paynewl,CFBWE,linepaynewl,516,True,0.8302398895616688,0.5448746695327126,0.9258271043847262,0.6738703339882122,5.198701550387597,5.1977713178294564,0.5910852713178295,0.40891472868217055,85,84
harville,linept_how,David Harville,Howell,3894,True,0.9107954255612255,0.5441569846253154,0.9426998178793902,0.6862849533954727,4.364288649203903,4.364288649203903,0.5378885178525559,0.46211148214744413,632,596
linecfbp_kford,linept_bihl,KFord,Bihl System,852,True,0.9482611916412675,0.5429821404092515,0.9664433870520568,0.6887573964497041,2.945363849765258,3.0908333333333333,0.5512367491166078,0.44876325088339225,151,119
linept_fox,piratings_mean,linefox,Pi-Ratings Mean,2329,True,0.955023690126308,0.5429668492389678,0.9595993692582373,0.7102425876010782,3.4963632460283383,3.496792614856161,0.4589308996088657,0.5410691003911343,318,352
linecfbp_kford,linecfbp_sp,KFord,SP+,1613,True,0.9632183346880405,0.5427318234311302,0.966215836234538,0.6717076244486453,3.159888406695598,3.159888406695598,0.5147705845380264,0.4852294154619736,251,273
linecfbp_trent_sorensen,linept_rwp,Trent Sorensen,Laffaye RWP,1044,True,0.7638814834021879,0.5426130284361196,0.8945441366781995,0.6576663452266153,6.108812260536399,6.20484674329502,0.4904030710172745,0.5095969289827256,194,170
linecfbp_cfbwe_rounded,linept_paynewl,CFBWE: Rounded,linepaynewl,516,True,0.8297389283705005,0.5399845429878329,0.9252954652094798,0.6782077393075356,5.226298449612403,5.230135658914729,0.5736434108527132,0.4263565891472868,84,88
linecfbp_tshoe_index,linept_pugh,TShoe Index,Pugh Ratings,2081,True,0.9569329098732128,0.5396444504891104,0.9541862951961708,0.6837944664031621,3.648548774627583,3.7503267659778956,0.5266955266955267,0.4733044733044733,343,333
linept_how,linept_loud,Howell,Loudsound.org,3814,True,0.7990296351524715,0.5383422471685683,0.8937343893537194,0.6906815020862309,6.102905086523334,6.102905086523334,0.541339116291678,0.45866088370832203,578,604
linecfbp_power_rank_free,linept_laz,Power Rank: Free,Laz Index,1578,True,0.9285211943365673,0.5383095219401146,0.9577093671785346,0.6636828644501279,3.648231939163498,3.766609632446135,0.5041217501585289,0.49587824984147116,282,256
linept_how,sagarin_golden_mean,Howell,Sagarin Golden Mean,3894,True,0.9095979163120593,0.5381124987863706,0.9403739949940646,0.7237613212573255,4.195367231638418,4.195367231638418,0.45629820051413883,0.5437017994858612,512,578
harville,linept_bihl,David Harville,Bihl System,2161,True,0.9480414807526376,0.536656944629616,0.9679030957170877,0.690917516218721,3.096524757056918,3.096524757056918,0.5396383866481224,0.4603616133518776,345,316
linept_cather,piratings_bias,linecather,PI-Rate Bias,923,True,0.9507532785037878,0.5359866173269388,0.9492744456899318,0.7063492063492064,3.9393824485373785,3.9393824485373785,0.44711014176663033,0.5528898582333697,122,154
linept_bihl,linept_rwp,Bihl System,Laffaye RWP,2050,True,0.9282253125127614,0.5359166107169822,0.9472473326550085,0.7160312805474096,3.871546341463415,3.871546341463415,0.5009775171065494,0.49902248289345064,276,300
linecfbp_wilson_ratings,linept_kam,Wilson Ratings,Edward Kambour,2589,True,0.9627764411126829,0.535780416084255,0.9572932792177197,0.6763096168881939,3.6319235225955966,3.742869833912708,0.5081206496519721,0.4918793503480278,435,425
linept_elo,linept_wayward,Beck Elo,Waywardtrends,1559,True,0.9286829436740963,0.5355856494957187,0.9511492238421717,0.6777920410783055,3.9257985888389992,3.9257985888389992,0.4820282413350449,0.517971758664955,247,243
linecfbp_john_harris,sagarin_predictor,John Harris,Sagarin Predictor,1098,True,0.9801540345157339,0.5349905957431902,0.9802319234020693,0.6815227483751161,2.349134790528233,2.501429872495446,0.5009140767824497,0.4990859232175503,186,183
linecfbp_cfb_victory,linept_loud,CFB Victory,Loudsound.org,1046,True,0.8062236876751675,0.5339036411630607,0.879239850852807,0.7140039447731755,6.176577437858509,6.35717017208413,0.5284974093264249,0.47150259067357514,158,155
linecfbp_tshoe_index,teamrankings,TShoe Index,TeamRankings.com,2127,True,0.9594985997755876,0.53317336386845,0.9656608314040634,0.6800785083415113,3.1451010813352136,3.2580771039022096,0.4783847980997625,0.5216152019002376,338,357
espn_fpi,sagarin_predictor,ESPN FPI,Sagarin Predictor,3943,True,0.9603743867951529,0.5328225129447953,0.9714412982847006,0.6866887248663782,2.8600557950798886,2.8592442302815115,0.5093956323006602,0.4906043676993398,601,611
linecfbp_cfb_victory,linept_elo,CFB Victory,Beck Elo,1051,True,0.8871803160323427,0.5324714119314328,0.9175573399826967,0.665057915057915,5.254167459562322,5.300333016175071,0.47333333333333333,0.5266666666666666,188,182
linept_argh,linept_laz,Argh Ratings,Laz Index,3133,True,0.8939835089412,0.5310325784227585,0.9406366944830762,0.7007638658253073,4.141030960740505,4.141030960740505,0.47380191693290735,0.5261980830670927,438,503
linecfbp_cfbwe_rounded,linept_clean,CFBWE: Rounded,Cleanup Hitter,516,True,0.8196910790023655,0.5302695187712599,0.9177648059695876,0.6701461377870563,5.574651162790698,5.59015503875969,0.5688259109311741,0.4311740890688259,94,85
linecfbp_cfbwe,linept_clean,CFBWE,Cleanup Hitter,516,True,0.8189296785539456,0.5301630599672045,0.9176404570073626,0.6599597585513078,5.594031007751938,5.597131782945736,0.5772994129158513,0.4227005870841487,97,83
linept_laz,sagarin_predictor,Laz Index,Sagarin Predictor,3894,True,0.9271955382484951,0.5301524299213041,0.9526626708058256,0.7040947720834406,3.236096558808423,3.236096558808423,0.48560411311053986,0.5143958868894601,576,554
harville,linept_payne,David Harville,linepayne,3124,True,0.878547734540961,0.5289617679975284,0.9251785502572133,0.7127284386021161,4.791437259923175,4.791437259923175,0.5549503364306312,0.4450496635693688,451,430
linecfbp_sv_bettor,linept_bihl,SV Bettor,Bihl System,258,True,0.9324712860191403,0.528162658227917,0.9486069076288564,0.6852589641434262,4.128023255813954,4.247480620155039,0.4689922480620155,0.5310077519379846,38,46
linept_rwp,linept_wayward,Laffaye RWP,Waywardtrends,1550,True,0.8590687670553887,0.5277434753541106,0.9244732072728147,0.6817301484828922,4.931225806451613,4.931225806451613,0.4312459651387992,0.5687540348612008,244,242
linecfbp_beta_rank,linept_bihl,Beta_Rank,Bihl System,1368,True,0.9456329448327172,0.5270354878913152,0.9440125299133734,0.6796473181484203,4.267843567251462,4.374831871345029,0.46637426900584794,0.533625730994152,216,225
linept_kam,massey,Edward Kambour,Massey Ratings,3894,True,0.9538016790284779,0.5263792618016858,0.9540972586905696,0.7044284243048403,3.6105469953775042,3.6113174114021573,0.48817480719794343,0.5118251928020565,538,596
fei,linept_how,FEI Projections,Howell,3894,True,0.9002704162525305,0.5263291700289509,0.9341727955022828,0.6785810266057511,4.694006163328197,4.6972162300975855,0.5320363164721141,0.46796368352788587,654,614
linept_bill,linept_clean,Billingsley,Cleanup Hitter,3854,True,0.7373724211829555,0.5260257816754352,0.8957648514818746,0.655392809587217,6.272861961598339,6.272861961598339,0.534043659043659,0.465956340956341,675,641
linecfbp_sv_bettor,sagarin,SV Bettor,Sagarin Ratings,507,True,0.9177872091156022,0.525997370122564,0.948566884772848,0.6975308641975309,4.223767258382643,4.264714003944773,0.48514851485148514,0.5148514851485149,82,82
